21-07-2023,382355,https://receive-smss.com/sms/917428730894,8000,0
24-07-2023,382421,https://www.moneycontrol.com/news/business/itc-hotels-share-price-pegged-at-rs-20-say-analysts-11018881.html,12000,800
21-07-2023,382421,https://whatsapp.doubtnut.com/question/11963741,22000,0
20-07-2023,382481,https://economictimes.indiatimes.com/andhra-paper-ltd/stocks/companyid-53.cms,10000,800
21-07-2023,382481,https://awoiaf.westeros.org/index.php/rhaenys_targaryen,6000,0
21-07-2023,382421,https://101desires.com/8-tricks-to-work-from-home-efficiently,7000,800
26-07-2023,382481,https://www.tripsavvy.com/iconic-mumbai-religious-places-to-visit-1539514,8000,800
25-07-2023,382421,https://www.javatpoint.com/bootstrap-table,24000,800
24-07-2023,382355,https://sci-hub.hkvisa.net,10000,3200
27-07-2023,382423,https://hindi.sportskeeda.com/wwe/wwe-legend-bully-ray-thinks-finn-balor-should-go-over-seth-rollins-summerslam-2023,10000,800
20-07-2023,382481,https://www.digitalchhapu.com/ambalal-ni-agahi-2023-today,6000,800
24-07-2023,382355,https://www.viralweb8.com/25-ideas-for-making-a-wedding-awesome,19000,800
20-07-2023,382424,https://economictimes.indiatimes.com/markets/stocks/live-blog/bse-sensex-today-live-nifty-stock-market-updates-19-july-2023/liveblog/101903974.cms,7000,0
25-07-2023,382421,http://info.flightmapper.net/flight/aer_lingus_ei_161,22000,0
20-07-2023,382421,https://cryptonewzhub.com/what-is-tether-cryptocurrency,6000,4000
22-07-2023,382421,https://gujjurocks.in/told-tathya-patel-to-drive-slow,11000,3200
20-07-2023,382421,https://www.wikiwand.com/en/gujarat_public_service_commission,10000,800
21-07-2023,382355,https://prashnavali.net/ramcharitmanas-prashnavali-online,8000,0
27-07-2023,382421,https://www.moneycontrol.com/markets/global-indices,35000,6400
23-07-2023,382424,https://www.indiatoday.in/cities/ahmedabad/story/ahmedabad-airport-flooded-heavy-rains-lash-gujarat-check-airlines-2410509-2023-07-23,11000,800
24-07-2023,382424,https://technastic.com/usb-debugging-using-adb-command,21000,0
20-07-2023,382355,https://www.divyabhaskar.co.in,7000,1600
24-07-2023,382355,https://epaper.timesgroup.com/the-times-of-india/ahmedabad,21000,800
26-07-2023,382481,https://www.thesprucepets.com/cute-cat-breeds-5176271,7000,0
21-07-2023,382421,https://www.moneycontrol.com/news/trends/polish-woman-flies-to-jharkhand-to-marry-man-she-met-on-instagram-11000241.html,9000,800
22-07-2023,382355,https://sports.ndtv.com/cricket/harshit-ranas-gravity-defying-catch-vs-pakistan-a-stuns-everyone-during-emerging-asia-cup-watch-4222580,9000,800
21-07-2023,382421,https://www.politico.com,15000,800
25-07-2023,382421,https://www.sarkariresult.com/rpsc/rpsc-asst-prof-01-2023,262000,800
26-07-2023,382355,https://www.facultytick.com/category/engineering,8000,800
20-07-2023,382421,https://www.thoughtco.com/business-letter-basics-1209018,6000,800
25-07-2023,382421,https://beebom.com/all-emoji-meanings,16000,800
26-07-2023,382421,https://www.forbes.com/real-time-billionaires,82000,2400
26-07-2023,382421,https://za.investing.com/magazine/these-are-the-most-expensive-hollywood-homes-in-history/,7000,0
26-07-2023,382421,https://www.w3schools.com/js/js_whereto.asp,6000,800
27-07-2023,382421,https://chanakyanipothi.com/grey-market-premium,10000,0
26-07-2023,382421,https://www.gujaratinots.com/2022/10/navalkatha-nu-saahity-sawarup.html,7000,800
22-07-2023,382481,https://www.msn.com/en-in,6000,2400
20-07-2023,382421,https://www.fresherslive.com/latest/articles/optical-illusion-brain-test-if-you-have-eagle-eyes-find-the-number-177-in-15-secs-1555149384,6000,800
27-07-2023,382421,http://www.businesstoday.in/magazine/deep-dive/story/indias-crackdown-on-chinese-firms-how-automakers-mg-motor-byd-are-coping-391191-2023-07-25,9000,800
23-07-2023,382421,https://www.doubtnut.com/question-answer/there-are-20-persons-among-whom-are-two-brothers-the-number-of-ways-in-which-we-can-arrange-them-aro-53793358,6000,0
26-07-2023,382421,http://webmd.com,6000,800
21-07-2023,382421,https://www.sarkariresult.com/rpsc/rpsc-asst-prof-01-2023,436000,800
20-07-2023,382481,https://www.freepik.com/search,10000,6400
27-07-2023,382421,https://nowiveseeneverything.club/enhance-people/15-awkward-situations-that-would-confuse-anyone-except-celebrities-whove-managed-keep-on-smiling-no-matter-what-8958,7000,800
24-07-2023,382422,https://www.typing.com/student/typing-test/3-minute,6000,0
20-07-2023,382424,https://www.moneycontrol.com/news/business/sebi-puts-in-place-regulatory-framework-for-value-chain-esg-disclosures-for-listed-entities-10948501.html,6000,0
24-07-2023,382421,https://www.forbes.com/billionaires,26000,800
26-07-2023,382355,https://www.idrlabs.com/barbie-character/test.php,6000,800
27-07-2023,382421,https://www.moneycontrol.com/news/trends/byjus-employee-shares-tearful-video-was-told-to-resign-or-else-my-salary-11044131.html,6000,800
25-07-2023,382421,https://mail.yahoo.com,46000,4800
20-07-2023,382421,https://www.javatpoint.com/spring-boot-starter-parent,9000,800
27-07-2023,382421,https://keralakaumudi.com/news/news.php,33000,800
25-07-2023,382423,https://www.javatpoint.com/aptitude/average-1,15000,800
21-07-2023,382421,https://www.digitalchhapu.com/iskcon-bridge-accident,6000,2400
21-07-2023,382424,https://socialblade.com/youtube/search/search,19000,800
26-07-2023,382421,https://www.moneycontrol.com/india/stockpricequote/speciality-chemicals/chemconspecialitychemicals/csc,41000,800
26-07-2023,382421,https://www.indiatimes.com/culture/who-we-are/11-simple-lessons-from-the-bhagavad-gita-that-are-all-you-need-to-know-about-life-244390.html,757000,800
20-07-2023,382421,http://www.sandesh.com,7000,4000
20-07-2023,382481,https://economictimes.indiatimes.com/sel-manufacturing-company-ltd/stocks/companyid-19820.cms,7000,800
20-07-2023,382421,https://www.moneycontrol.com,12000,7200
20-07-2023,382424,https://www.12newsnow.com,18000,0
24-07-2023,382424,https://gujjurocks.in/tathya-was-driving-jaguar-car-at-the-speed-of-142-5,15000,3200
28-07-2023,382421,https://www.doubtnut.com/question-answer-physics/a-smooth-inclined-plane-of-length-l-having-an-inclination-theta-with-horizontal-is-inside-a-lift-whi-643193492,34000,0
